scenario,cycle,sim_year,variable,synthetic_mean,actual_poststrat_mean,synthetic_sd,actual_poststrat_sd,standardized_mean_difference,sd_ratio_synth_over_actual,standardized_wasserstein,age_sex_target_coverage,actual_n,synthetic_n
ag_interaction,1314,8,LBXRBCSI,4.795140302064051,4.684209137134137,0.4849722998086227,0.481599699617762,0.22112158479214739,1.0070029117408867,0.22236663928957162,1.0,2251,10000
ag_interaction,1314,8,LBXMCVSI,90.41243172704509,90.23127517211911,5.527178353775362,5.539631090212203,0.03246298805463983,0.9977520639490158,0.04840105864041815,1.0,2251,10000
ag_interaction,1314,8,LBXRDW,12.725163107728775,13.684079351304208,0.9782086608298719,1.2502609110696583,-0.93974126827124,0.7824036184519017,0.9397412682712412,1.0,2251,10000
ag_interaction,1314,8,LBXGH,5.577845655865702,5.720869718802276,0.9080000341919024,1.0116493461728675,-0.15643157425197074,0.8975442307425228,0.16244000929737787,1.0,2251,10000
ag_interaction,1314,8,LBXGLU,106.11999182346258,107.63355030136447,26.294459698402836,31.33758111226947,-0.0572713963210259,0.8390711332888383,0.1198169122969072,1.0,2251,10000
ag_interaction,1314,8,LOG_IN,2.1540122852605537,2.1980113383581705,0.7878203000408056,0.7335147794994081,-0.05808304129426637,1.0740346644118863,0.09567849031246227,1.0,2251,10000
ag_interaction,1314,8,BMXBMI,29.160434383482613,29.443416878727902,7.059661290234962,7.1222414044155045,-0.04002847784989999,0.9912134241698484,0.07962381844826677,1.0,2251,10000
ag_interaction,1314,8,SOMATIC_SCORE,0.6955,1.701763841897466,1.0280952047354368,2.0902051642975192,-0.9616685933606183,0.491863297582542,0.9616685933606178,1.0,2251,10000
ag_interaction,1314,8,A_PC1,0.19911328958088984,-0.44525179113309327,1.2173805292491597,1.3858965046318865,0.48603517247498335,0.8784065225509123,0.48706283741419,1.0,2251,10000
ag_interaction,1314,8,A_PC2,0.06174736817058229,-0.188756770872849,1.219631555277477,1.2822306990003987,0.2051994720828012,0.9511795000917365,0.2076371859219028,1.0,2251,10000
ag_interaction,1314,8,A_PC3,0.12768902363178994,0.6878541480649345,0.7674356523787422,0.7697422847448047,-0.7333765314727505,0.9970033705932796,0.7333765314727504,1.0,2251,10000
ag_interaction,1314,8,G_PC1,0.05883907533130049,0.21594581998230655,1.3028307183706989,1.5156476182722038,-0.12150258075097968,0.859586821279665,0.14840736053209722,1.0,2251,10000
ag_interaction,1314,8,G_PC2,-0.03268926473759627,-0.022193716020186403,1.0237763854333033,0.9196230870857014,-0.010441365835311463,1.1132565067256686,0.060316501791291235,1.0,2251,10000
ag_interaction,1314,8,G_PC3,-0.009697732261813316,-0.0884269033250941,0.41456673430758445,0.4290239761255668,0.19103136635003304,0.9663020189488174,0.22286100799583317,1.0,2251,10000
ag_interaction,1516,10,LBXHGB,14.59812390364901,14.214344321098151,1.3614131363652713,1.4131429200772123,0.26079115045279033,0.9633938061203926,0.26118261489624567,0.9999999999999999,1818,10000
ag_interaction,1516,10,LBXRBCSI,4.793189526777919,4.769277942369504,0.48150169982288876,0.4676872713390406,0.047663498734737623,1.0295377474017968,0.06538036448973834,0.9999999999999999,1818,10000
ag_interaction,1516,10,LBXMCVSI,90.38535384260855,89.78325848649052,5.519560414334899,5.547090487786122,0.10789460177910953,0.995037024632672,0.11010101480181655,0.9999999999999999,1818,10000
ag_interaction,1516,10,LBXRDW,12.740817002732028,13.746889768778559,0.972040824707598,1.1587375329904068,-0.9859548250142336,0.8388792086496136,0.9859548250142356,0.9999999999999999,1818,10000
ag_interaction,1516,10,LBXGH,5.60860982735041,5.842465852065888,0.9122128714988994,1.067076146648934,-0.2557784008049964,0.8548713926027021,0.2557784008049949,0.9999999999999999,1818,10000
ag_interaction,1516,10,LBXGLU,107.01389428085689,113.12825008433924,26.383521421201273,34.83435852818338,-0.23136053187348568,0.7573993762467364,0.23179862972618448,0.9999999999999999,1818,10000
ag_interaction,1516,10,LOG_IN,2.1719567972863048,2.2814796998241973,0.7960519208010917,0.7381162430295864,-0.14458091306335133,1.078491265188406,0.15558816546119938,0.9999999999999999,1818,10000
ag_interaction,1516,10,BMXBMI,29.254769960004964,29.707031860969302,7.10929724294127,6.779176161818046,-0.0639734110387736,1.048696342039693,0.08833353578430306,0.9999999999999999,1818,10000
ag_interaction,1516,10,SOMATIC_SCORE,0.7691,1.7487636768768093,1.088018929063277,2.020364928148208,-0.9362472851375788,0.5385259434593903,0.9362472851375807,0.9999999999999999,1818,10000
ag_interaction,1516,10,A_PC1,0.18306353844406154,-0.41554660435398055,1.1986486744982356,1.3172582273678066,0.4515228908396791,0.9099572502905668,0.45152366395516347,0.9999999999999999,1818,10000
ag_interaction,1516,10,A_PC2,0.055107975960197404,-0.3649672629983676,1.2203285781771247,1.2465780954270964,0.34410296611669666,0.9789427414565806,0.34444930604991775,0.9999999999999999,1818,10000
ag_interaction,1516,10,A_PC3,0.13254452173104056,0.680284940681464,0.7672680168203578,0.7490044723878766,-0.7171099218356201,1.024383758850272,0.718557987336313,0.9999999999999999,1818,10000
ag_interaction,1516,10,G_PC1,0.10879750424788268,0.4629054922421762,1.3131382544319896,1.6162729305162258,-0.2738586080528789,0.812448336935633,0.2738586080528806,0.9999999999999999,1818,10000
ag_interaction,1516,10,G_PC2,-0.021955304179674062,0.02767187320243668,1.02861324642761,0.946725464450708,-0.04937097891422967,1.0864958058611147,0.07206895498693114,0.9999999999999999,1818,10000
ag_interaction,1516,10,G_PC3,-0.01410316272059558,-0.06072233905942188,0.41673257183665247,0.47592251368310856,0.11311849005701954,0.8756311371185362,0.16386571971452388,0.9999999999999999,1818,10000
ag_interaction,1718,12,LBXHGB,14.58097177634933,14.263637646992725,1.3450984138662352,1.5498721211416842,0.21563922739917118,0.8678770303161487,0.2158813645204792,1.0,1855,10000
ag_interaction,1718,12,LBXRBCSI,4.787039318301755,4.749862087691871,0.47899854763312516,0.49682479071231306,0.07410620952042159,0.9641196586554591,0.07825700411696723,1.0,1855,10000
ag_interaction,1718,12,LBXMCVSI,90.34951831864646,89.8336230233148,5.502705600190517,5.667546212649647,0.09244767773730209,0.970914994554219,0.09269760065020324,1.0,1855,10000
ag_interaction,1718,12,LBXRDW,12.754488588277937,13.820374305308047,0.9670804043158874,1.2936957430497267,-1.0445717259093246,0.7475331116388431,1.044571725909325,1.0,1855,10000
ag_interaction,1718,12,LBXGH,5.645568111789498,5.826881163726133,0.9167523667214653,0.9843473361493837,-0.1983098897103441,0.9313301647238265,0.2025904853200005,1.0,1855,10000
ag_interaction,1718,12,LBXGLU,107.957878112423,114.68729007681416,26.452180190218826,35.95098640870221,-0.25463358386677676,0.7357845453669075,0.25516821618241103,1.0,1855,10000
ag_interaction,1718,12,LOG_IN,2.1925359037590773,2.287002266713487,0.8022350552284272,0.7221044351189706,-0.1247048123564579,1.1109681871656898,0.1398957394650398,1.0,1855,10000
ag_interaction,1718,12,BMXBMI,29.36713511255649,29.74208615701684,7.173594171198731,6.805229687089111,-0.05303762540141724,1.0541296181095081,0.08264762299862832,1.0,1855,10000
ag_interaction,1718,12,SOMATIC_SCORE,0.8485,1.7870950780869317,1.154879972118315,2.0523309093373543,-0.896998750126045,0.5627162592854953,0.8969987501260469,1.0,1855,10000
ag_interaction,1718,12,A_PC1,0.16186891786253338,-0.43929877291107805,1.1808483567121328,1.466899383636409,0.45345201193674645,0.8049961503050316,0.4534641257350151,1.0,1855,10000
ag_interaction,1718,12,A_PC2,0.05289404922984834,-0.36712532142581755,1.2202995652722561,1.3152640484242026,0.34405720181793165,0.9277981609352723,0.34405720181793037,1.0,1855,10000
ag_interaction,1718,12,A_PC3,0.1345664769853633,0.7437904911552814,0.7669619639897802,0.751302305664106,-0.7976051612530629,1.0208433518806148,0.7988914135886731,1.0,1855,10000
ag_interaction,1718,12,G_PC1,0.165481145540133,0.4890235715755213,1.3229733988235282,1.6017760506761376,-0.2502199369801588,0.8259415529811911,0.25021993698015643,1.0,1855,10000
ag_interaction,1718,12,G_PC2,-0.009745572756237931,0.03214540181150998,1.0316059499524486,0.8919264015071865,-0.04167471396078922,1.156604343373209,0.08465742867868446,1.0,1855,10000
ag_interaction,1718,12,G_PC3,-0.02236681774201137,-0.012411446886722986,0.41714256929474275,0.45988412303830045,-0.024156079269251052,0.9070601666759475,0.08971594872442946,1.0,1855,10000
mapping_drift,0708,2,LBXHGB,14.658931639804639,14.43400920121956,1.4467425449589009,1.5519657841656944,0.1528423714762797,0.9322000263921028,0.1541722127128903,1.0,2315,10000
mapping_drift,0708,2,LBXRBCSI,4.806696260055304,4.736984559049586,0.4950743915298297,0.47340455886473254,0.13895790073672934,1.045774448638736,0.13954103694196257,1.0,2315,10000
mapping_drift,0708,2,LBXMCVSI,90.4743941660105,88.66269645800674,5.567984305491077,5.198759759667455,0.32465356319883876,1.0710216595673656,0.325472644146761,1.0,2315,10000
mapping_drift,0708,2,LBXRDW,12.686313519046859,12.786163981729338,1.0064761930476425,1.130562980594394,-0.09785380221408421,0.8902433657596741,0.0997868706845626,1.0,2315,10000
mapping_drift,0708,2,LBXGH,5.4785963899907175,5.601403441518071,0.9091503352992643,0.8873132150837533,-0.13431935861160801,1.0246103854245536,0.13974353908001289,1.0,2315,10000
mapping_drift,0708,2,LBXGLU,103.53936035128967,106.84188822488964,26.34756649837152,32.1723438566727,-0.12496404035367582,0.8189507925114045,0.12554599657355844,1.0,2315,10000
mapping_drift,0708,2,LOG_IN,2.097862276040344,2.223209608932004,0.76511125833278,0.7051965764763238,-0.1654707044790195,1.0849616743119113,0.16947375829361458,1.0,2315,10000
mapping_drift,0708,2,BMXBMI,28.868609277235404,28.38676272474236,6.915425562739434,6.109269272038872,0.06815822313249437,1.1319562544722341,0.09569977139508243,1.0,2315,10000
mapping_drift,0708,2,SOMATIC_SCORE,0.546,1.7533527283318762,0.8107305347647885,2.0433571994598907,-1.1538456929503071,0.39676397987541506,1.1538456929503054,1.0,2315,10000
mapping_drift,0708,2,A_PC1,0.24972605738903766,-0.04105723539832906,1.2938099760451915,1.4149444775311142,0.21933359223338245,0.9143892192170777,0.21963297148802743,1.0,2315,10000
mapping_drift,0708,2,A_PC2,0.06961268340265603,-0.11743733891560228,1.2203135087901493,1.1589612989502516,0.1532212840049249,1.0529372377623554,0.15373559288780436,1.0,2315,10000
mapping_drift,0708,2,A_PC3,0.11697319812898826,-0.045637723210247484,0.7638390976320615,0.727838501803296,0.21289264231156185,1.049462340532371,0.21727365792329076,1.0,2315,10000
mapping_drift,0708,2,G_PC1,-0.09475625526127886,0.11881403800550173,1.2912259244212176,1.395004603452059,-0.16517013232818742,0.9256069271929053,0.1652647637623184,1.0,2315,10000
mapping_drift,0708,2,G_PC2,-0.06642597054923947,0.047689082225808165,1.009229569662502,0.9361707753660963,-0.11352593803539544,1.0780400288268297,0.12659169851102048,1.0,2315,10000
mapping_drift,0708,2,G_PC3,0.011511163805949324,-0.018401674348530184,0.41442333801869274,0.4476743523069554,0.07258161450048292,0.925724996044751,0.14606812065236152,1.0,2315,10000
mapping_drift,0910,4,LBXHGB,14.642362726495485,14.309514651338192,1.4167869450721706,1.4074501201414025,0.22618147601628585,1.0066338584914327,0.2267996319642102,1.0,2367,10000
mapping_drift,0910,4,LBXRBCSI,4.803502663657298,4.6600902336954775,0.49019541524924576,0.48880011957214575,0.2858672205604787,1.0028545321926707,0.2858672205604751,1.0,2367,10000
mapping_drift,0910,4,LBXMCVSI,90.45373283760425,89.9155492398126,5.543746427080705,5.251653759504274,0.09644170873889794,1.0556191784440874,0.10153032643523364,1.0,2367,10000
mapping_drift,0910,4,LBXRDW,12.704080719049825,12.828370456089555,0.998610143322296,1.1852361543242569,-0.12180437645243271,0.8425410747714133,0.1227106054898657,1.0,2367,10000
mapping_drift,0910,4,LBXGH,5.506859344192997,5.658832644227274,0.9066783267905315,0.8323485295282395,-0.16621974009486526,1.0893012898147616,0.1859725883264594,1.0,2367,10000
mapping_drift,0910,4,LBXGLU,104.28351185551439,104.99191721620984,26.32037661420575,26.41119960672488,-0.026805283549116092,0.9965611939680313,0.048257192043210564,1.0,2367,10000
mapping_drift,0910,4,LOG_IN,2.11386391589379,2.3536060760042155,0.7727133436560386,0.6920340183194603,-0.3164830332774749,1.1165828892812242,0.317942530691252,1.0,2367,10000
mapping_drift,0910,4,BMXBMI,28.94707104969322,28.93559244171614,6.970787462170948,6.750588676637457,0.0016236735942272915,1.0326191975368844,0.04442547209081803,1.0,2367,10000
mapping_drift,0910,4,SOMATIC_SCORE,0.5431,1.6838387996457949,0.8237368451149918,2.0294991283484154,-1.09018393702656,0.40588184227767565,1.0901839370265574,1.0,2367,10000
mapping_drift,0910,4,A_PC1,0.23117023276705437,-0.14838366857236346,1.2619583751949544,1.3390920084452114,0.2862919661888709,0.9423985560635112,0.2870729737844719,1.0,2367,10000
mapping_drift,0910,4,A_PC2,0.06446601110760092,0.1233731293581802,1.2206119757351774,1.2199151949708134,-0.04825353230926975,1.000571171477523,0.06101019786084514,1.0,2367,10000
mapping_drift,0910,4,A_PC3,0.12358965640455162,0.08153091858703315,0.7647049524962576,0.7634858777368647,0.055063926534067574,1.0015967220808413,0.06525583277015928,1.0,2367,10000
mapping_drift,0910,4,G_PC1,-0.05080115701394454,0.1682067773829381,1.2923254131841027,1.2338392592048044,-0.16937547330175742,1.047401761244809,0.17602918604440818,1.0,2367,10000
mapping_drift,0910,4,G_PC2,-0.05684543125478252,0.2101055107361329,1.0155284035825416,0.9104152141001408,-0.2655728176254919,1.1154563191107205,0.26830740916008194,1.0,2367,10000
mapping_drift,0910,4,G_PC3,0.005690130007635744,-0.12094410449674334,0.413282394707906,0.3871554125078423,0.30726998033064196,1.0674844813115831,0.3488789297468493,1.0,2367,10000
mapping_drift,1112,6,LBXHGB,14.627380648291675,14.211787138881146,1.3988134247849802,1.4579486976773046,0.2824097851154489,0.9594394007234038,0.2829625058708755,1.0,2033,10000
mapping_drift,1112,6,LBXRBCSI,4.8001489869202025,4.577055095778217,0.48682017107003805,0.4700576821372468,0.4446980683735696,1.035660493530445,0.44470964074889513,1.0,2033,10000
mapping_drift,1112,6,LBXMCVSI,90.43209853993143,90.7084023031424,5.530182114034874,5.33993817065595,-0.04951322776167313,1.035626619129104,0.06674056568288064,1.0,2033,10000
mapping_drift,1112,6,LBXRDW,12.709937109655725,12.911510513835086,0.9881039356247269,1.1405800742894765,-0.19754264020699494,0.8663170240285545,0.19755003895113257,1.0,2033,10000
mapping_drift,1112,6,LBXGH,5.53610202632661,5.71867752752027,0.9053182490042055,0.9714382237831416,-0.19969068480618118,0.9319359963812827,0.204554859151042,1.0,2033,10000
mapping_drift,1112,6,LBXGLU,104.99584757017111,107.2225882900166,26.275336601830556,29.702813104218954,-0.08425743182861353,0.8846076804118744,0.09313176861979203,1.0,2033,10000
mapping_drift,1112,6,LOG_IN,2.1298183036804663,2.344753201995545,0.7790177480748139,0.6861610361633853,-0.2837350282679115,1.1353278705981755,0.2889731824950127,1.0,2033,10000
mapping_drift,1112,6,BMXBMI,29.03837974237541,29.137204074088164,7.0262635224084535,6.558442256158349,-0.013978912616365862,1.0713311557802956,0.07174647282229468,1.0,2033,10000
mapping_drift,1112,6,SOMATIC_SCORE,0.5743,1.571510889053111,0.8513985611921129,1.9673336177616028,-0.9530168461099424,0.43276775911592413,0.9530168461099426,1.0,2033,10000
mapping_drift,1112,6,A_PC1,0.2175202112620137,-0.28381343405513515,1.2371807558584402,1.320405902283117,0.37814864905348505,0.9369700284732354,0.37819349658859935,1.0,2033,10000
mapping_drift,1112,6,A_PC2,0.06386966627860916,0.29365832123305036,1.2206635453307846,1.2113192036967682,-0.18823046544190317,1.0077141859928407,0.19699221623152455,1.0,2033,10000
mapping_drift,1112,6,A_PC3,0.12230696026351054,0.1948307969474979,0.7670228035704179,0.7664213713390684,-0.09494928812325006,1.0007847278975255,0.11448757850828446,1.0,2033,10000
mapping_drift,1112,6,G_PC1,-0.006864035740745805,0.2601516298204132,1.2944069814954238,1.418639710295382,-0.2065034988707186,0.9124282734380168,0.2071084248406021,1.0,2033,10000
mapping_drift,1112,6,G_PC2,-0.047455917252437266,0.1716760895666144,1.018249069854631,0.8775013198044632,-0.21800074593797275,1.1603960551096733,0.2293531788753779,1.0,2033,10000
mapping_drift,1112,6,G_PC3,-0.0016316279045306495,-0.11294395192356653,0.4152364373005339,0.4610224914625646,0.2700923312384728,0.9006858558748895,0.2836435118175693,1.0,2033,10000
mapping_drift,1314,8,LBXHGB,14.613877551081538,14.264234317976108,1.3739268780619098,1.4862827334771553,0.2375943514335206,0.9244047899605284,0.24175392854060954,1.0,2251,10000
mapping_drift,1314,8,LBXRBCSI,4.796162123510668,4.684209137134137,0.48555558096028084,0.481599699617762,0.22315840445227927,1.0082140444557142,0.2243680751965663,1.0,2251,10000
mapping_drift,1314,8,LBXMCVSI,90.40512381039076,90.23127517211911,5.515388315101328,5.539631090212203,0.03115342014443837,0.9956237563989218,0.047337062084149215,1.0,2251,10000
mapping_drift,1314,8,LBXRDW,12.725918850174399,13.684079351304208,0.9814851420287487,1.2502609110696583,-0.9390006380346637,0.7850242564082412,0.9390006380346627,1.0,2251,10000
mapping_drift,1314,8,LBXGH,5.563371090105735,5.720869718802276,0.9030371098439711,1.0116493461728675,-0.1722630298962521,0.892638455468999,0.17577811120200043,1.0,2251,10000
mapping_drift,1314,8,LBXGLU,105.83257618779358,107.63355030136447,26.291923017885505,31.33758111226947,-0.06814688941864136,0.8389901863737511,0.12243804698085921,1.0,2251,10000
mapping_drift,1314,8,LOG_IN,2.1480007320016834,2.1980113383581705,0.7881462351545194,0.7335147794994081,-0.0660188778997263,1.074479011441862,0.09997770506445623,1.0,2251,10000
mapping_drift,1314,8,BMXBMI,29.134882441117433,29.443416878727902,7.078315981468005,7.1222414044155045,-0.04364285462645627,0.9938326405336011,0.08249648191241915,1.0,2251,10000
mapping_drift,1314,8,SOMATIC_SCORE,0.6559,1.701763841897466,0.9091178086474822,2.0902051642975192,-0.9995136144291195,0.43494190148220235,0.999513614429119,1.0,2251,10000
mapping_drift,1314,8,A_PC1,0.19990565019936266,-0.44525179113309327,1.216943033133961,1.3858965046318865,0.4866328385208142,0.8780908452158901,0.4875167807774209,1.0,2251,10000
mapping_drift,1314,8,A_PC2,0.059323489955473374,-0.188756770872849,1.219414624599528,1.2822306990003987,0.20321396185517532,0.9510103178391839,0.20584725125939093,1.0,2251,10000
mapping_drift,1314,8,A_PC3,0.1276190798768412,0.6878541480649345,0.7684003656118582,0.7697422847448047,-0.7334681028794039,0.9982566643933413,0.7334710113866992,1.0,2251,10000
mapping_drift,1314,8,G_PC1,0.03928838223413665,0.21594581998230655,1.2975919610590423,1.5156476182722038,-0.1366226169534519,0.8561303731920623,0.15019440747152155,1.0,2251,10000
mapping_drift,1314,8,G_PC2,-0.03517400277118194,-0.022193716020186403,1.0251009243835032,0.9196230870857014,-0.01291327650069142,1.1146968130520327,0.06123808931777934,1.0,2251,10000
mapping_drift,1314,8,G_PC3,-0.004739138371237739,-0.0884269033250941,0.41551538299310997,0.4290239761255668,0.20306308157449796,0.9685131976668289,0.2342388884435838,1.0,2251,10000
