cycle,seed,component,similarity
0506,31,IC1,0.9994898990947728
0506,31,IC2,0.9996274654778288
0506,31,IC3,0.9999619043683904
0506,31,IC4,0.993559192034865
0506,32,IC1,0.9997921501786002
0506,32,IC2,0.9997694864747997
0506,32,IC3,0.9999437292699733
0506,32,IC4,0.9967262745035936
0506,33,IC1,0.9997725341569405
0506,33,IC2,0.9997791000944827
0506,33,IC3,0.9999434826704711
0506,33,IC4,0.9964393253184387
0506,34,IC1,0.9994063054468254
0506,34,IC2,0.9996502165516468
0506,34,IC3,0.9998635431349504
0506,34,IC4,0.9903361986179209
0506,35,IC1,0.9994487252702422
0506,35,IC2,0.9996376156617652
0506,35,IC3,0.9999387683739748
0506,35,IC4,0.9924261447870932
0506,36,IC1,0.9997813187624147
0506,36,IC2,0.999801722159265
0506,36,IC3,0.9999534091708757
0506,36,IC4,0.9966863092728927
0506,37,IC1,0.9994588757575242
0506,37,IC2,0.9996383086619748
0506,37,IC3,0.9999403570493965
0506,37,IC4,0.9925861205121496
0506,38,IC1,0.9998061661369728
0506,38,IC2,0.9997674810400525
0506,38,IC3,0.9999430568457833
0506,38,IC4,0.9969096133007767
0506,39,IC1,0.999779021453948
0506,39,IC2,0.9997736736657187
0506,39,IC3,0.999940428421056
0506,39,IC4,0.9964847224987019
0506,40,IC1,0.9994029734613036
0506,40,IC2,0.9996515391166461
0506,40,IC3,0.9998457090120854
0506,40,IC4,0.9899789490841895
0506,41,IC1,0.9994207727747524
0506,41,IC2,0.9996490030765658
0506,41,IC3,0.9998697899528326
0506,41,IC4,0.9906386048758892
0506,42,IC1,1.0
0506,42,IC2,1.0000000000000002
0506,42,IC3,1.0
0506,42,IC4,1.0
0506,43,IC1,0.9997389926011825
0506,43,IC2,0.9999846692210823
0506,43,IC3,0.9999366838172936
0506,43,IC4,0.9954112302368585
0506,44,IC1,0.9997889915539123
0506,44,IC2,0.9997863716962854
0506,44,IC3,0.9999448832979277
0506,44,IC4,0.9966670998210139
0506,45,IC1,0.9997697271306059
0506,45,IC2,0.9997346088365426
0506,45,IC3,0.9999314347020503
0506,45,IC4,0.9962945072638715
0506,46,IC1,0.9999436998232512
0506,46,IC2,0.9999902802607379
0506,46,IC3,0.9999431817586226
0506,46,IC4,0.9984047319894225
0506,47,IC1,0.9998463616894742
0506,47,IC2,0.9998916583489923
0506,47,IC3,0.9999810266624984
0506,47,IC4,0.9978951970022468
0506,48,IC1,0.9994007475829416
0506,48,IC2,0.9996075882874903
0506,48,IC3,0.9998487909757301
0506,48,IC4,0.9900809776805243
0506,49,IC1,0.9997627744951069
0506,49,IC2,0.9995393528156735
0506,49,IC3,0.9999474034555766
0506,49,IC4,0.9968890104613526
0506,50,IC1,0.9994399491289552
0506,50,IC2,0.9996396955618889
0506,50,IC3,0.9999317666841
0506,50,IC4,0.9921484143474516
0506,51,IC1,0.9994165134841431
0506,51,IC2,0.9996419479652168
0506,51,IC3,0.9999232030754739
0506,51,IC4,0.9916617604557019
0506,52,IC1,0.9997843178628195
0506,52,IC2,0.9997694743979137
0506,52,IC3,0.9999394481747329
0506,52,IC4,0.9965486903405136
0506,53,IC1,0.9997638924745044
0506,53,IC2,0.9986116797078357
0506,53,IC3,0.9999921917916323
0506,53,IC4,0.999394962749768
0506,54,IC1,0.9997716878235126
0506,54,IC2,0.9997837602728457
0506,54,IC3,0.9999575327219192
0506,54,IC4,0.9966793440506475
0506,55,IC1,0.9994371238937312
0506,55,IC2,0.9996485610194402
0506,55,IC3,0.9998722922722673
0506,55,IC4,0.9908972710350749
0506,56,IC1,0.9997964022176977
0506,56,IC2,0.9997734661349937
0506,56,IC3,0.9999471942955607
0506,56,IC4,0.9968337935319895
0506,57,IC1,0.9994968334678191
0506,57,IC2,0.9997568907463737
0506,57,IC3,0.9999630746738086
0506,57,IC4,0.993474025842177
0506,58,IC1,0.9994554111770372
0506,58,IC2,0.9996680747309685
0506,58,IC3,0.9998622646988227
0506,58,IC4,0.9909258539943222
0506,59,IC1,0.9995298118949589
0506,59,IC2,0.9997286202912071
0506,59,IC3,0.999983911616547
0506,59,IC4,0.994973660564731
0506,60,IC1,0.9997781077551811
0506,60,IC2,0.9997738488500842
0506,60,IC3,0.99994023144642
0506,60,IC4,0.9964687297700516
0506,61,IC1,0.9997888369232901
0506,61,IC2,0.9997725830183073
0506,61,IC3,0.9999434074576379
0506,61,IC4,0.9966695467771722
0506,62,IC1,0.9998029477612447
0506,62,IC2,0.9997692808051034
0506,62,IC3,0.9999437814158342
0506,62,IC4,0.9968737100297871
0506,63,IC1,0.9994208028967515
0506,63,IC2,0.9996492326887256
0506,63,IC3,0.9998704810578202
0506,63,IC4,0.9906510447377812
0506,64,IC1,0.9997904227103832
0506,64,IC2,0.99977194088877
0506,64,IC3,0.9999434328991732
0506,64,IC4,0.996692689439581
0506,65,IC1,0.999407362842143
0506,65,IC2,0.9996427198882863
0506,65,IC3,0.9999203209464784
0506,65,IC4,0.9914835746480647
0506,66,IC1,0.9994166621554829
0506,66,IC2,0.9996408938587555
0506,66,IC3,0.9999282164470523
0506,66,IC4,0.9917805892922303
0506,67,IC1,0.9994029022737159
0506,67,IC2,0.999650003734106
0506,67,IC3,0.9998679307546858
0506,67,IC4,0.9903712179780233
0506,68,IC1,0.9994700696894574
0506,68,IC2,0.9996504892102172
0506,68,IC3,0.9998531272929169
0506,68,IC4,0.9909975268534361
0506,69,IC1,0.9995547113153134
0506,69,IC2,0.9996860586775353
0506,69,IC3,0.9999848303555999
0506,69,IC4,0.9952791526550182
0506,70,IC1,0.9997980263542854
0506,70,IC2,0.9996657293066349
0506,70,IC3,0.9998715596957582
0506,70,IC4,0.9960245704091889
0506,71,IC1,0.9994565043019759
0506,71,IC2,0.9996468403777157
0506,71,IC3,0.9998853917683237
0506,71,IC4,0.9913904578429791
0506,72,IC1,0.999780335926873
0506,72,IC2,0.9997704218106866
0506,72,IC3,0.999926155331829
0506,72,IC4,0.9962766277585693
0506,73,IC1,0.9998105425549066
0506,73,IC2,0.9997426355047387
0506,73,IC3,0.9999765233251795
0506,73,IC4,0.9976462727362865
0506,74,IC1,0.9993971159669517
0506,74,IC2,0.9996478676091265
0506,74,IC3,0.9999215057758847
0506,74,IC4,0.9913765095434203
0506,75,IC1,0.9994287653274923
0506,75,IC2,0.9996399589883065
0506,75,IC3,0.9999104175666342
0506,75,IC4,0.991539187323154
0506,76,IC1,0.9998184929885792
0506,76,IC2,0.9999995052268653
0506,76,IC3,0.9999557313962207
0506,76,IC4,0.9967819863746654
0506,77,IC1,0.9995886722560201
0506,77,IC2,0.9998549480919858
0506,77,IC3,0.999965735324393
0506,77,IC4,0.9944495455713392
0506,78,IC1,0.9994679214725111
0506,78,IC2,0.9996551069505801
0506,78,IC3,0.9998573468458983
0506,78,IC4,0.9910312648559196
0506,79,IC1,0.9995081794894534
0506,79,IC2,0.9996504305818579
0506,79,IC3,0.9997710014949371
0506,79,IC4,0.9902739785345287
0506,80,IC1,0.9997925481892825
0506,80,IC2,0.9997716573308526
0506,80,IC3,0.9999440262140297
0506,80,IC4,0.9967319546305571
0506,81,IC1,0.9998800727574625
0506,81,IC2,0.9995892285722878
0506,81,IC3,0.9998602390662927
0506,81,IC4,0.9993196636633953
0506,82,IC1,0.9993954368061699
0506,82,IC2,0.9996517178879556
0506,82,IC3,0.9998589209044125
0506,82,IC4,0.990109682415208
0506,83,IC1,0.9994931493163921
0506,83,IC2,0.9996157493542372
0506,83,IC3,0.9999695350529754
0506,83,IC4,0.9938722041778847
0506,84,IC1,0.9994100281183247
0506,84,IC2,0.9996497096225331
0506,84,IC3,0.9998685757774137
0506,84,IC4,0.9904758472292676
0506,85,IC1,0.9997765934204819
0506,85,IC2,0.9997690782406434
0506,85,IC3,0.9999250041694713
0506,85,IC4,0.9962096421269083
0506,86,IC1,0.999487860060035
0506,86,IC2,0.9996269238860322
0506,86,IC3,0.9999755363981734
0506,86,IC4,0.9940505080215601
0506,87,IC1,0.9998321381493906
0506,87,IC2,0.9995637903010548
0506,87,IC3,0.9999022542513221
0506,87,IC4,0.999217478850255
0506,88,IC1,0.9997929144515801
0506,88,IC2,0.9997708805278642
0506,88,IC3,0.9999421960493016
0506,88,IC4,0.9967077857675692
0506,89,IC1,0.9113311506641284
0506,89,IC2,0.9999328441899138
0506,89,IC3,0.9981779298810949
0506,89,IC4,0.5203852771477256
0506,90,IC1,0.9997917137367828
0506,90,IC2,0.9997717538900783
0506,90,IC3,0.9999437965476707
0506,90,IC4,0.9967166259901544
0506,91,IC1,0.9994102597080108
0506,91,IC2,0.999649696130283
0506,91,IC3,0.9998686336351291
0506,91,IC4,0.9904799225321432
0506,92,IC1,0.9994004252048407
0506,92,IC2,0.9996485222181057
0506,92,IC3,0.9998834889282873
0506,92,IC4,0.9906307501726552
0506,93,IC1,0.9997762269523209
0506,93,IC2,0.9997740964603727
0506,93,IC3,0.9999397106918884
0506,93,IC4,0.9964340957209886
0506,94,IC1,0.999411111097908
0506,94,IC2,0.9996497406743805
0506,94,IC3,0.9998674103410597
0506,94,IC4,0.9904688546888715
0506,95,IC1,0.9999783147975947
0506,95,IC2,0.9999986872822302
0506,95,IC3,0.9998991695227418
0506,95,IC4,0.9985707865426703
0506,96,IC1,0.9997493940601979
0506,96,IC2,0.9995681310694842
0506,96,IC3,0.9999196836314563
0506,96,IC4,0.9961949858453425
0506,97,IC1,0.9997831517203724
0506,97,IC2,0.9997730815440371
0506,97,IC3,0.9999415395173166
0506,97,IC4,0.9965603508263807
0506,98,IC1,0.9994762448668941
0506,98,IC2,0.999650936457247
0506,98,IC3,0.9999534198244954
0506,98,IC4,0.9931140019384381
0506,99,IC1,0.9997918579854961
0506,99,IC2,0.9998380719178928
0506,99,IC3,0.9999497856283421
0506,99,IC4,0.9966805785879187
0708,0,IC1,0.9998793119287841
0708,0,IC2,0.9998537479343841
0708,0,IC3,0.9999876904370161
0708,0,IC4,0.999996881361972
0708,1,IC1,0.9998365939599692
0708,1,IC2,0.9998905153507995
0708,1,IC3,0.9999622350346954
0708,1,IC4,0.999998842571223
0708,2,IC1,0.99981792144228
0708,2,IC2,0.9997764038293318
0708,2,IC3,0.9999802079689054
0708,2,IC4,0.9999987960925287
0708,3,IC1,0.9998860117393207
0708,3,IC2,0.9998885601063204
0708,3,IC3,0.9999760979929573
0708,3,IC4,0.9999940919924724
0708,4,IC1,0.9999978491957875
0708,4,IC2,0.9999999221437994
0708,4,IC3,0.9999991802756925
0708,4,IC4,0.9999999819749825
0708,5,IC1,0.9999212281725235
0708,5,IC2,0.9999583265433081
0708,5,IC3,0.9999795727466605
0708,5,IC4,0.9999993981454807
0708,6,IC1,0.9998417037656073
0708,6,IC2,0.9997427527330942
0708,6,IC3,0.9999944126973713
0708,6,IC4,0.9999988746890534
0708,7,IC1,0.9999991768770592
0708,7,IC2,0.99999986719094
0708,7,IC3,0.9999996661626668
0708,7,IC4,0.99999995355791
0708,8,IC1,0.9999792653608941
0708,8,IC2,0.9999965160790536
0708,8,IC3,0.9999914818893043
0708,8,IC4,0.9999998938342487
0708,9,IC1,0.9998265893734348
0708,9,IC2,0.999728781742759
0708,9,IC3,0.9999927895133547
0708,9,IC4,0.9999995892468967
0708,10,IC1,0.9999990562330034
0708,10,IC2,0.9999996508688866
0708,10,IC3,0.9999995482616556
0708,10,IC4,0.9999998195546
0708,11,IC1,0.9998561409774449
0708,11,IC2,0.9998673161265484
0708,11,IC3,0.9999778589013775
0708,11,IC4,0.999998105955058
0708,12,IC1,0.9999997293498661
0708,12,IC2,0.9999996960571939
0708,12,IC3,0.9999998512271631
0708,12,IC4,0.9999998609045195
0708,13,IC1,0.9998201483857728
0708,13,IC2,0.9998256189206788
0708,13,IC3,0.9999715498652463
0708,13,IC4,0.9999991649690012
0708,14,IC1,0.9998222949461979
0708,14,IC2,0.9997530579139307
0708,14,IC3,0.9999864541317964
0708,14,IC4,0.9999990145852677
0708,15,IC1,0.9997932974471303
0708,15,IC2,0.9996970344277947
0708,15,IC3,0.9999875691241862
0708,15,IC4,0.9999994632157366
0708,16,IC1,0.9998150971000919
0708,16,IC2,0.9997716375117596
0708,16,IC3,0.9999811875462935
0708,16,IC4,0.9999994399673768
0708,17,IC1,0.9999965975328577
0708,17,IC2,0.9999987416768739
0708,17,IC3,0.999999086923424
0708,17,IC4,0.9999999731502139
0708,18,IC1,0.9999967418505846
0708,18,IC2,0.9999976750312349
0708,18,IC3,0.9999971887918568
0708,18,IC4,0.9999988542055631
0708,19,IC1,0.99998547302495
0708,19,IC2,0.9999993711108801
0708,19,IC3,0.9999938699958263
0708,19,IC4,0.9999998960720731
0708,20,IC1,0.9999996142317559
0708,20,IC2,0.9999999081032784
0708,20,IC3,0.9999996543373363
0708,20,IC4,0.999999647189834
0708,21,IC1,0.9999994911499736
0708,21,IC2,0.9999998655548072
0708,21,IC3,0.9999996249754008
0708,21,IC4,0.9999998336485556
0708,22,IC1,0.9998260300662962
0708,22,IC2,0.9998668457223472
0708,22,IC3,0.9999603954386589
0708,22,IC4,0.9999962185561104
0708,23,IC1,0.9999767023107915
0708,23,IC2,0.9999784645607657
0708,23,IC3,0.9999899637819747
0708,23,IC4,0.9999968320700174
0708,24,IC1,0.999997119999477
0708,24,IC2,0.9999986102118767
0708,24,IC3,0.9999989178096005
0708,24,IC4,0.999999969813359
0708,25,IC1,0.9999928382755662
0708,25,IC2,0.9999943210657645
0708,25,IC3,0.9999978184213687
0708,25,IC4,0.9999999580544631
0708,26,IC1,0.9998239863479796
0708,26,IC2,0.9998724628072206
0708,26,IC3,0.9999627632323607
0708,26,IC4,0.9999992934532427
0708,27,IC1,0.9999992889079832
0708,27,IC2,0.9999997593770931
0708,27,IC3,0.9999996239368174
0708,27,IC4,0.9999998316287952
0708,28,IC1,0.9999980585074806
0708,28,IC2,0.9999982522576476
0708,28,IC3,0.9999993444267324
0708,28,IC4,0.9999999191469676
0708,29,IC1,0.9999979698299132
0708,29,IC2,0.9999992267876034
0708,29,IC3,0.9999992033019696
0708,29,IC4,0.9999997934482527
0708,30,IC1,0.9999947469751201
0708,30,IC2,0.999999835027954
0708,30,IC3,0.9999980611276327
0708,30,IC4,0.9999999540423662
0708,31,IC1,0.9998589630653744
0708,31,IC2,0.9999274685357913
0708,31,IC3,0.9999628093607156
0708,31,IC4,0.9999991772412753
0708,32,IC1,0.9998572142127791
0708,32,IC2,0.9999283019303853
0708,32,IC3,0.999962073990246
0708,32,IC4,0.9999992524270747
0708,33,IC1,0.9999913693115963
0708,33,IC2,0.9999929212883731
0708,33,IC3,0.9999926325013183
0708,33,IC4,0.9999947929890212
0708,34,IC1,0.9999974363381126
0708,34,IC2,0.999999122222983
0708,34,IC3,0.9999990229169424
0708,34,IC4,0.9999999876719691
0708,35,IC1,0.9999996132866298
0708,35,IC2,0.9999999956383614
0708,35,IC3,0.9999996670674883
0708,35,IC4,0.9999998259364329
0708,36,IC1,0.9999619389436383
0708,36,IC2,0.9999569676325077
0708,36,IC3,0.9999862850842911
0708,36,IC4,0.9999903108023178
0708,37,IC1,0.9999988542499672
0708,37,IC2,0.9999998391137122
0708,37,IC3,0.9999992833083513
0708,37,IC4,0.9999997841142689
0708,38,IC1,0.9999985502675627
0708,38,IC2,0.999998246757896
0708,38,IC3,0.999997507135737
0708,38,IC4,0.9999965775979477
0708,39,IC1,0.9999745952306794
0708,39,IC2,0.9999767057329153
0708,39,IC3,0.9999920417740529
0708,39,IC4,0.9999995489966826
0708,40,IC1,0.9998249203124168
0708,40,IC2,0.9998423474253462
0708,40,IC3,0.9999699955771171
0708,40,IC4,0.9999993887137449
0708,41,IC1,0.9998484780726205
0708,41,IC2,0.9998814354639574
0708,41,IC3,0.999971211039591
0708,41,IC4,0.9999998915292376
0708,42,IC1,0.9999999999999998
0708,42,IC2,1.0
0708,42,IC3,0.9999999999999998
0708,42,IC4,1.0000000000000002
0708,43,IC1,0.9998049848606594
0708,43,IC2,0.9997172291750545
0708,43,IC3,0.9999879763633126
0708,43,IC4,0.9999995221854359
0708,44,IC1,0.9999949845499645
0708,44,IC2,0.9999995546907237
0708,44,IC3,0.9999977946692281
0708,44,IC4,0.9999999377400401
0708,45,IC1,0.9997853574547744
0708,45,IC2,0.9996799744247324
0708,45,IC3,0.9999882004072459
0708,45,IC4,0.9999994985887581
0708,46,IC1,0.9998992062010366
0708,46,IC2,0.9999436965498238
0708,46,IC3,0.9999731041492423
0708,46,IC4,0.9999983997170244
0708,47,IC1,0.9999995516183007
0708,47,IC2,0.9999997917507747
0708,47,IC3,0.9999998208000335
0708,47,IC4,0.9999999401608483
0708,48,IC1,0.9998916144155767
0708,48,IC2,0.9997903091864828
0708,48,IC3,0.9999991057564335
0708,48,IC4,0.9999993558834719
0708,49,IC1,0.999999522407127
0708,49,IC2,0.999999904137461
0708,49,IC3,0.9999996775650816
0708,49,IC4,0.9999998315629757
0708,50,IC1,0.9998452022898456
0708,50,IC2,0.9998695749794773
0708,50,IC3,0.9999715105047542
0708,50,IC4,0.999999370782051
0708,51,IC1,0.9999896883622578
0708,51,IC2,0.9999936562713345
0708,51,IC3,0.9999963900393567
0708,51,IC4,0.9999999096299783
0708,52,IC1,0.9997598950761574
0708,52,IC2,0.999683984768827
0708,52,IC3,0.9999695693536795
0708,52,IC4,0.9999952693147129
0708,53,IC1,0.9999945603169769
0708,53,IC2,0.9999998577554348
0708,53,IC3,0.9999975846905733
0708,53,IC4,0.9999998794794822
0708,54,IC1,0.9998268619007094
0708,54,IC2,0.9998084726067741
0708,54,IC3,0.9999687514108064
0708,54,IC4,0.9999917461332811
0708,55,IC1,0.9999831488979213
0708,55,IC2,0.9999852356872225
0708,55,IC3,0.9999950513649953
0708,55,IC4,0.9999999062079321
0708,56,IC1,0.9999968790416511
0708,56,IC2,0.999999090103352
0708,56,IC3,0.9999980444163228
0708,56,IC4,0.9999990025007977
0708,57,IC1,0.9997928157821394
0708,57,IC2,0.9996927469626516
0708,57,IC3,0.9999883090906323
0708,57,IC4,0.9999994761193068
0708,58,IC1,0.9999978434442282
0708,58,IC2,0.9999992631818827
0708,58,IC3,0.9999988576604556
0708,58,IC4,0.9999997479528445
0708,59,IC1,0.9999254698088185
0708,59,IC2,0.9999740810838105
0708,59,IC3,0.9999770594838788
0708,59,IC4,0.9999993408262753
0708,60,IC1,0.9999957380086717
0708,60,IC2,0.9999994725860027
0708,60,IC3,0.9999983064183325
0708,60,IC4,0.9999999221876814
0708,61,IC1,0.9997887234912002
0708,61,IC2,0.9997740550085122
0708,61,IC3,0.9999719072975428
0708,61,IC4,0.9999996949283121
0708,62,IC1,0.9998676156937958
0708,62,IC2,0.999774764875718
0708,62,IC3,0.9999976677916393
0708,62,IC4,0.9999995586858138
0708,63,IC1,0.9999940650053153
0708,63,IC2,0.9999991683604914
0708,63,IC3,0.999998038240123
0708,63,IC4,0.9999999786590247
0708,64,IC1,0.9997857915862566
0708,64,IC2,0.999680772134387
0708,64,IC3,0.9999881578729873
0708,64,IC4,0.9999994709838949
0708,65,IC1,0.9999993902642393
0708,65,IC2,0.9999999142810929
0708,65,IC3,0.9999961623874262
0708,65,IC4,0.9999935517428153
0708,66,IC1,0.9999916828676482
0708,66,IC2,0.9999959395843039
0708,66,IC3,0.999997004058141
0708,66,IC4,0.9999999573131155
0708,67,IC1,0.9998620020969091
0708,67,IC2,0.9997508169015703
0708,67,IC3,0.9999988120038514
0708,67,IC4,0.9999995845508051
0708,68,IC1,0.9998845103823328
0708,68,IC2,0.9999360857457795
0708,68,IC3,0.9999711935872976
0708,68,IC4,0.999999522417604
0708,69,IC1,0.999822043848231
0708,69,IC2,0.9997387788756686
0708,69,IC3,0.9999896062864152
0708,69,IC4,0.9999995162957624
0708,70,IC1,0.9998185406043543
0708,70,IC2,0.9998457453942036
0708,70,IC3,0.999966351269518
0708,70,IC4,0.9999992407380768
0708,71,IC1,0.9999986655056283
0708,71,IC2,0.9999976069381057
0708,71,IC3,0.9999997306463051
0708,71,IC4,0.9999998161247567
0708,72,IC1,0.9997760532651344
0708,72,IC2,0.9997206360734657
0708,72,IC3,0.9999657474817295
0708,72,IC4,0.9999894942139478
0708,73,IC1,0.9998190088549168
0708,73,IC2,0.9997805764049514
0708,73,IC3,0.999982543968817
0708,73,IC4,0.9999990614252598
0708,74,IC1,0.9999167283488721
0708,74,IC2,0.9999632299768227
0708,74,IC3,0.999977194440101
0708,74,IC4,0.9999997270130759
0708,75,IC1,0.9999707113470084
0708,75,IC2,0.9999532279183752
0708,75,IC3,0.9999960838461679
0708,75,IC4,0.9999994746407523
0708,76,IC1,0.9999971032302821
0708,76,IC2,0.9999997611418268
0708,76,IC3,0.9999987954105997
0708,76,IC4,0.9999998920449011
0708,77,IC1,0.9999608154887534
0708,77,IC2,0.9999913608999252
0708,77,IC3,0.999986281523316
0708,77,IC4,0.9999994268624621
0708,78,IC1,0.9998455724174438
0708,78,IC2,0.9998816257565244
0708,78,IC3,0.9999689193352231
0708,78,IC4,0.9999993573942554
0708,79,IC1,0.9999928311889816
0708,79,IC2,0.9999987245871924
0708,79,IC3,0.9999971035330371
0708,79,IC4,0.9999995757285041
0708,80,IC1,0.9999957163966975
0708,80,IC2,0.9999876884266443
0708,80,IC3,0.9999952748195454
0708,80,IC4,0.9999973506739539
0708,81,IC1,0.9997741772711928
0708,81,IC2,0.9997186202219993
0708,81,IC3,0.9999775524968798
0708,81,IC4,0.9999994085465652
0708,82,IC1,0.999879352975086
0708,82,IC2,0.9998397205447014
0708,82,IC3,0.9999856517948013
0708,82,IC4,0.9999991719005155
0708,83,IC1,0.9998012871053382
0708,83,IC2,0.9997443955190242
0708,83,IC3,0.9999816314004726
0708,83,IC4,0.9999994372385593
0708,84,IC1,0.999964878355855
0708,84,IC2,0.9999539152841892
0708,84,IC3,0.999993133178126
0708,84,IC4,0.9999997851362059
0708,85,IC1,0.9998828934017165
0708,85,IC2,0.9997885656816405
0708,85,IC3,0.9999993661033776
0708,85,IC4,0.9999991342201239
0708,86,IC1,0.9998354768144785
0708,86,IC2,0.9998456383220466
0708,86,IC3,0.9999730375747952
0708,86,IC4,0.9999993114772134
0708,87,IC1,0.9997996209196457
0708,87,IC2,0.9997660951299707
0708,87,IC3,0.9999765918121812
0708,87,IC4,0.9999992958943276
0708,88,IC1,0.9999080502411349
0708,88,IC2,0.9998746605446253
0708,88,IC3,0.9999869524676
0708,88,IC4,0.9999994440731588
0708,89,IC1,0.9999885234769506
0708,89,IC2,0.999991805412171
0708,89,IC3,0.9999961586785832
0708,89,IC4,0.9999998767091101
0708,90,IC1,0.9998154614143735
0708,90,IC2,0.999727267317418
0708,90,IC3,0.9999895874618937
0708,90,IC4,0.9999995480335325
0708,91,IC1,0.9999987347361244
0708,91,IC2,0.9999978114382205
0708,91,IC3,0.9999997009789001
0708,91,IC4,0.9999998096946898
0708,92,IC1,0.9999992499064175
0708,92,IC2,0.9999994622272731
0708,92,IC3,0.999999550923969
0708,92,IC4,0.9999998027181185
0708,93,IC1,0.9997946535155378
0708,93,IC2,0.9996925637889444
0708,93,IC3,0.9999889420454692
0708,93,IC4,0.9999994900989833
0708,94,IC1,0.9999843551251782
0708,94,IC2,0.9999872893762463
0708,94,IC3,0.9999932720226089
0708,94,IC4,0.9999984825141336
0708,95,IC1,0.9998812740037395
